user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment,user_id_clean,record_duplicate,full_name_clean,pan_clean,aadhaar_clean,dob_clean,city_clean,state_clean,monthly_income_clean,occupation_clean,signup_timestamp_clean,kyc_status_clean,risk_segment_clean
USR-24849,Alexander Prabhu,ZDFMJ6683Q,524520332786,1977/01/15,Madras,Tamil Nadu,38757,Self Employed,2026/01/17,KYC_DONE,Low,USR24849,False,Alexander Prabhu,ZDFMJ6683Q,524520332786,1977-01-15,Chennai,Tamil Nadu,38757.0,Self Employed,2026-01-17 00:00:00,KYC_DONE,LOW
USR41732,mahika solanki,NHVHS1651E,XXXX-XXXX-2641,1982/03/09,Ludhiana,Punjab,12784,Student,02-01-2026,R,HIGH,USR41732,False,Mahika Solanki,NHVHS1651E,,1982-03-09,Ludhiana,Punjab,12784.0,Student,2026-02-01 00:00:00,REJECTED,HIGH
USR93235,Baljiwan Wali,WDMAK8874Z,XXXX-XXXX-3187,06-01-1982,DELHI,Delhi,9396,Salaried,1755020964,VERIFIED,low,USR93235,False,Baljiwan Wali,WDMAK8874Z,,1982-01-06,Delhi,Delhi,9396.0,Salaried,2025-08-12 17:49:24,VERIFIED,LOW
USR93160,Tripti Krish,SDYBY0447R,XXXX-XXXX-5090,1989-04-08 20:27:59,LDH,Punjab,"Rs. 51,451",Student,12-05-2024,VERIFIED,LOW,USR93160,False,Tripti Krish,SDYBY0447R,,1989-04-08,Ludhiana,Punjab,51451.0,Student,2024-12-05 00:00:00,VERIFIED,LOW
USR79402,Gavin Bhatnagar,N0LXQ3916F,2796207956,02/01/1983 02:42 PM,jaipur,Rajasthan,8946,Gig Worker,1743634690,APPROVED,Unknown,USR79402,False,Gavin Bhatnagar,,,1983-01-02,Jaipur,Rajasthan,8946.0,Gig Worker,2025-04-02 22:58:10,APPROVED,UNKNOWN
USR57910,Jeremiah Tara,mytmk5188u,1793 2789 9151,25-Sep-1998,Hyderabad,Telangana,"Rs. 34,256",Salaried,2025/07/19,Verified,Low,USR57910,False,Jeremiah Tara,MYTMK5188U,179327899151,1998-09-25,Hyderabad,Telangana,34256.0,Salaried,2025-07-19 00:00:00,VERIFIED,LOW
USR96942,Amara Dutt,VDAUL 2707 H,3669-1019-5455,08-Aug-1976,kolkata,West Bengal,53906,Farmer,11-30-2025,REJECTED,medium,USR96942,False,Amara Dutt,VDAUL2707H,366910195455,1976-08-08,Kolkata,West Bengal,53906.0,Farmer,2025-11-30 00:00:00,REJECTED,MEDIUM
60065,Abhiram Ranganathan,LFAIH9247,,02/11/1991,BLR,Karnataka,27804,Business Owner,2025/12/23,V,low,USR60065,False,Abhiram Ranganathan,,,1991-11-02,Bengaluru,Karnataka,27804.0,Business Owner,2025-12-23 00:00:00,VERIFIED,LOW
USR98573,Meera Bhalla,VULEH5187W,7607 3453 7795,1984/03/29,Lucknow,Uttar Pradesh,"Rs. 34,106",Farmer,2025-05-23 17:02:27,R,medium,USR98573,False,Meera Bhalla,VULEH5187W,760734537795,1984-03-29,Lucknow,Uttar Pradesh,34106.0,Farmer,2025-05-23 17:02:27,REJECTED,MEDIUM
USR-30792,Ranbir Murty,XDUNN7354W,118017695708,1993-08-19 01:38:07,chennai,Tamil Nadu,57.9k,Freelancer,1732325726,APPROVED,Medium,USR30792,False,Ranbir Murty,XDUNN7354W,118017695708,1993-08-19,Chennai,Tamil Nadu,57900.0,Freelancer,2024-11-23 01:35:26,APPROVED,MEDIUM
USR-74841,nihal dada,YNXMJ 4326 G,711469104499,09/09/1987,Delhi,Delhi,Not Available,Student,2024/11/30,PENDING,high,USR74841,False,Nihal Dada,YNXMJ4326G,711469104499,1987-09-09,Delhi,Delhi,,Student,2024-11-30 00:00:00,PENDING,HIGH
usr_77352,Ni1ima Pandya,OPVIE7473R,5606-0873-9218,2003/02/11,Chennai,Tamil Nadu,Not Available,Farmer,26/10/2025,APPROVED,medium,USR77352,False,Ni1Ima Pandya,OPVIE7473R,560608739218,2003-02-11,Chennai,Tamil Nadu,,Farmer,2025-10-26 00:00:00,APPROVED,MEDIUM
USR31094,VIDHI NAYAR,,,16/08/2003,JPR,Rajasthan,,Farmer,27/03/2024,Done,LOW,USR31094,False,Vidhi Nayar,,,2003-08-16,Jaipur,Rajasthan,,Farmer,2024-03-27 00:00:00,DONE,LOW
USR49267,Hema Batta,GAYSC3296A,,24/08/1981 05:35 AM,Amritsar,Punjab,"Rs. 31,244",Retired,30/01/2025,APPROVED,low,USR49267,False,Hema Batta,GAYSC3296A,,1981-08-24,Amritsar,Punjab,31244.0,Retired,2025-01-30 00:00:00,APPROVED,LOW
USR27667,Aacha1 Ganesan,RWUFL0970A,8305108158,22/02/1973,Chennai,Tamil Nadu,19585,Farmer,18/03/2025 12:30 PM,Verified,medium,USR27667,False,Aacha1 Ganesan,RWUFL0970A,,1973-02-22,Chennai,Tamil Nadu,19585.0,Farmer,,VERIFIED,MEDIUM
usr43841,Ranbir Pillai,VRHUN4638A,274662306702,1975-10-20 18:08:37,pune,Maharashtra,27141,Self Employed,10/07/2024 11:57 PM,VERIFIED,Low,USR43841,False,Ranbir Pillai,VRHUN4638A,274662306702,1975-10-20,Pune,Maharashtra,27141.0,Self Employed,,VERIFIED,LOW
USR24859,Damini Ram,HMFVB3347W,593500832327,1984/05/01,Poona,Maharashtra,31852,Salaried,20/06/2025,APPROVED,Low,USR24859,False,Damini Ram,HMFVB3347W,593500832327,1984-05-01,Pune,Maharashtra,31852.0,Salaried,2025-06-20 00:00:00,APPROVED,LOW
USR83948,EKANTA DAYAL,WPESR9351P,085465041738,2004/02/28,Calcutta,West Bengal,"Rs. 53,523",Salaried,02/04/2024,APPROVED,LOW,USR83948,False,Ekanta Dayal,WPESR9351P,085465041738,2004-02-28,Kolkata,West Bengal,53523.0,Salaried,2024-04-02 00:00:00,APPROVED,LOW
USR 24332,Ekavir Deshpande,BSHMA-5640-L,5695 9473 3477,1981-01-08 14:40:35,bengaluru,Karnataka,,Retired,1736032002,Verified,LOW,USR24332,False,Ekavir Deshpande,BSHMA5640L,569594733477,1981-01-08,Bengaluru,Karnataka,,Retired,2025-01-04 23:06:42,VERIFIED,LOW
USR92795,Kashvi Palla,TLJGJ2374F,168374063970,07/08/2002,Kolkata,West Bengal,"₹29,777",Salaried,1771922093,R,medium,USR92795,False,Kashvi Palla,TLJGJ2374F,168374063970,2002-08-07,Kolkata,West Bengal,29777.0,Salaried,2026-02-24 08:34:53,REJECTED,MEDIUM
USR74914,Gaurav Lad,,585108588114,10-07-1969,kolkata,West Bengal,Not Available,Self Employed,,APPROVED,low,USR74914,False,Gaurav Lad,,585108588114,1969-07-10,Kolkata,West Bengal,,Self Employed,,APPROVED,LOW
USR24552,Rudra Bedi,SFNND5225J,0024 3825 0586,15-Oct-1996,Lucknow,Uttar Pradesh,"₹10,152",Business Owner,,KYC_DONE,low,USR24552,False,Rudra Bedi,SFNND5225J,002438250586,1996-10-15,Lucknow,Uttar Pradesh,10152.0,Business Owner,,KYC_DONE,LOW
USR65277,Manbir Murty,,040827869354,1988/04/22,Pune,Maharashtra,35770,Freelancer,31/08/2024 05:17 PM,APPROVED,medium,USR65277,False,Manbir Murty,,040827869354,1988-04-22,Pune,Maharashtra,35770.0,Freelancer,,APPROVED,MEDIUM
USR88005,Charita Behl,SCAFD1857E,0246-6654-4206,1965/10/13,Kolkata,West Bengal,9327,Salaried,01-28-2026,Done,LOW,USR88005,False,Charita Behl,SCAFD1857E,024666544206,1965-10-13,Kolkata,West Bengal,9327.0,Salaried,2026-01-28 00:00:00,DONE,LOW
USR94804,Chakrika Pathak,ESTVX3242Z,034155876763,2002/10/21,Jalandar,Punjab,"₹27,211",Gig Worker,12-21-2025,Rejected,medium,USR94804,False,Chakrika Pathak,ESTVX3242Z,034155876763,2002-10-21,Jalandhar,Punjab,27211.0,Gig Worker,2025-12-21 00:00:00,REJECTED,MEDIUM
USR14581,Atharv Comar,QKFIC4117,335241735251,10-12-1969,Jalandar,Punjab,14342,Student,2026/02/04,Done,low,USR14581,False,Atharv Comar,,335241735251,1969-12-10,Jalandhar,Punjab,14342.0,Student,2026-02-04 00:00:00,DONE,LOW
USR-55944,Vivaan Kaur,BYZVT9054D,,,Calcutta,West Bengal,68.4k,Self Employed,2025-03-17 22:32:46,Done,LOW,USR55944,False,Vivaan Kaur,BYZVT9054D,,,Kolkata,West Bengal,68400.0,Self Employed,2025-03-17 22:32:46,DONE,LOW
usr_79886,JagatVirk,RFWVS 2591 H,920533551279,656106500,jalandhar,Punjab,11077,Unemployed,2024-10-13 07:04:11,V,MEDIUM,USR79886,False,Jagatvirk,RFWVS2591H,920533551279,,Jalandhar,Punjab,11077.0,Unemployed,2024-10-13 07:04:11,VERIFIED,MEDIUM
USR24963,  Victor Rajan  ,ZVRMM6237Z,5775 8154 9539,27/03/1997 01:49 AM,Chennai,Tamil Nadu,"Rs. 12,342",Retired,,REJECTED,LOW,USR24963,False,Victor Rajan,ZVRMM6237Z,577581549539,1997-03-27,Chennai,Tamil Nadu,12342.0,Retired,,REJECTED,LOW
USR66152,Unni Ganguly,jksij9920e,3905-6389-8865,29/05/1983 07:48 PM,Calcutta,West Bengal,87570,Salaried,2024-09-18 08:00:04,Reject,Medium,USR66152,False,Unni Ganguly,JKSIJ9920E,390563898865,1983-05-29,Kolkata,West Bengal,87570.0,Salaried,2024-09-18 08:00:04,REJECTED,MEDIUM
usr_51843,  Ekta Seshadri  ,DBSTJ5458X,XXXX-XXXX-7136,23-Apr-1982,Madras,Tamil Nadu,Not Available,Self Employed,2025/06/25,VERIFIED,LOW,USR51843,False,Ekta Seshadri,DBSTJ5458X,,1982-04-23,Chennai,Tamil Nadu,,Self Employed,2025-06-25 00:00:00,VERIFIED,LOW
USR 93193,Ekavir Borde,DZEHF2700M,594566750275,,Mumbai,Maharashtra,"INR 35,159",Retired,13/10/2025,R,UNKNOWN,USR93193,False,Ekavir Borde,DZEHF2700M,594566750275,,Mumbai,Maharashtra,35159.0,Retired,2025-10-13 00:00:00,REJECTED,UNKNOWN
USR43843,Fiyaz Pall,ZGKLJ8943Y,835694522194,03-Sep-1991,HYDERABAD,Telangana,"INR 34,960",Unemployed,22/08/2024 11:22 PM,IN_PROGRESS,medium,USR43843,False,Fiyaz Pall,ZGKLJ8943Y,835694522194,1991-09-03,Hyderabad,Telangana,34960.0,Unemployed,,IN_PROGRESS,MEDIUM
USR 96005,Ojasvi Nagarajan,VCHUE0858M,8221 9204 0984,15/10/1967 07:04 AM,Delhi,Delhi,15610,Student,30/05/2024 07:09 AM,KYC_DONE,LOW,USR96005,False,Ojasvi Nagarajan,VCHUE0858M,822192040984,1967-10-15,Delhi,Delhi,15610.0,Student,,KYC_DONE,LOW
USR20054,Nirja Khanna,,7423920980904,,HYDERABAD,Telangana,"₹13,197",Unemployed,,APPROVED,Unknown,USR20054,False,Nirja Khanna,,,,Hyderabad,Telangana,13197.0,Unemployed,,APPROVED,UNKNOWN
USR72187,FalguniLala,,0949 9120 7096,03-Feb-1984,Calcutta,West Bengal,"₹70,834",Freelancer,1741557479,Verified,Unknown,USR72187,False,Falgunilala,,094991207096,1984-02-03,Kolkata,West Bengal,70834.0,Freelancer,2025-03-09 21:57:59,VERIFIED,UNKNOWN
USR82279,Oeshi Khanna,TXXIK6399P,450781190271,1973/02/18,Hyderabad,Telangana,"₹26,058",Self Employed,05/11/2024,APPROVED,medium,USR82279,False,Oeshi Khanna,TXXIK6399P,450781190271,1973-02-18,Hyderabad,Telangana,26058.0,Self Employed,2024-11-05 00:00:00,APPROVED,MEDIUM
USR67489,Madhav Raju,LUTLA1570G,1127-2924-6896,1997/09/10,lucknow,Uttar Pradesh,41199,Self Employed,,PENDING,unknown,USR67489,False,Madhav Raju,LUTLA1570G,112729246896,1997-09-10,Lucknow,Uttar Pradesh,41199.0,Self Employed,,PENDING,UNKNOWN
USR61218,Pushti Mital,SWUIS9386G,9116 8268 6128,,BLR,Karnataka,27430,Business Owner,1767833911,KYC_DONE,medium,USR61218,False,Pushti Mital,SWUIS9386G,911682686128,,Bengaluru,Karnataka,27430.0,Business Owner,2026-01-08 00:58:31,KYC_DONE,MEDIUM
USR52464,Vyanjana Datta,JJELE2499A,XXXX-XXXX-0287,05-Sep-1979,ludhiana,Punjab,47800,Freelancer,11-25-2025,V,LOW,USR52464,False,Vyanjana Datta,JJELE2499A,,1979-09-05,Ludhiana,Punjab,47800.0,Freelancer,2025-11-25 00:00:00,VERIFIED,LOW
USR92683,watika chaudhry,MSELE5555E,708585839057,2002/04/05,Jaipur,Rajasthan,22607,Freelancer,27/01/2025,Done,Low,USR92683,False,Watika Chaudhry,MSELE5555E,708585839057,2002-04-05,Jaipur,Rajasthan,22607.0,Freelancer,2025-01-27 00:00:00,DONE,LOW
16581,Vincent Bassi,OBCLD8661X,,12-Dec-1981,kolkata,West Bengal,20352,Retired,23/01/2026,IN_PROGRESS,Unknown,USR16581,False,Vincent Bassi,OBCLD8661X,,1981-12-12,Kolkata,West Bengal,20352.0,Retired,2026-01-23 00:00:00,IN_PROGRESS,UNKNOWN
USR92259,neelima kapoor,SIAIB5354Z,5651-3162-0638,2007-11-18 01:48:25,New Delhi,Delhi,17.4k,Retired,29-Jun-2024,APPROVED,LOW,USR92259,False,Neelima Kapoor,SIAIB5354Z,565131620638,2007-11-18,Delhi,Delhi,17400.0,Retired,2024-06-29 00:00:00,APPROVED,LOW
USR79285,Parth Seshadri,QPDCJ-6085-S,502597428455,06-Jan-1979,BLR,Karnataka,13015,Unemployed,21-Feb-2025,Rejected,Medium,USR79285,False,Parth Seshadri,QPDCJ6085S,502597428455,1979-01-06,Bengaluru,Karnataka,13015.0,Unemployed,2025-02-21 00:00:00,REJECTED,MEDIUM
USR34543,Oliver Talwar,WKJNS5839J,802675594032,02-Jan-2003,Jalandhar,Punjab,13959,Gig Worker,14-Mar-2026,Reject,low,USR34543,False,Oliver Talwar,WKJNS5839J,802675594032,2003-01-02,Jalandhar,Punjab,13959.0,Gig Worker,2026-03-14 00:00:00,REJECTED,LOW
USR41055,  Aayush Gulati  ,CCSOU4400X,775231125936,1985/02/18,pune,Maharashtra,27545,Farmer,12/11/2024 10:50 PM,Verified,medium,USR41055,False,Aayush Gulati,CCSOU4400X,775231125936,1985-02-18,Pune,Maharashtra,27545.0,Farmer,,VERIFIED,MEDIUM
USR45320,DEVANSH LOYAL,JGPLO7716O,0888-8795-7429,14/12/1990 12:21 AM,Ludhiana,Punjab,39284,Self Employed,,Verified,LOW,USR45320,False,Devansh Loyal,JGPLO7716O,088887957429,1990-12-14,Ludhiana,Punjab,39284.0,Self Employed,,VERIFIED,LOW
USR-15526,Anthony Tank,MRLUN5077U,874308731301,1978/04/07,Bangalore,Karnataka,-18154,Business Owner,2025/11/25,KYC_DONE,medium,USR15526,False,Anthony Tank,MRLUN5077U,874308731301,1978-04-07,Bengaluru,Karnataka,,Business Owner,2025-11-25 00:00:00,KYC_DONE,MEDIUM
usr_21714,saumya johal,YUPPJ0741A,2892-1003-6444,1966-12-31 07:32:21,Jaipur,Rajasthan,8.5k,Business Owner,24/07/2025,V,LOW,USR21714,False,Saumya Johal,YUPPJ0741A,289210036444,1966-12-31,Jaipur,Rajasthan,8500.0,Business Owner,2025-07-24 00:00:00,VERIFIED,LOW
USR99021,AARNAV DORA,ihgxq8141g,365174647757,21/06/2002 01:54 AM,Bombay,Maharashtra,Not Available,Unemployed,26/10/2025 02:39 PM,KYC_DONE,Medium,USR99021,False,Aarnav Dora,IHGXQ8141G,365174647757,2002-06-21,Mumbai,Maharashtra,,Unemployed,,KYC_DONE,MEDIUM
USR20814,Veer Nath,,236497904097,01/10/2004 03:56 PM,LKO,Uttar Pradesh,80248,Self Employed,17/11/2024,VERIFIED,low,USR20814,False,Veer Nath,,236497904097,2004-10-01,Lucknow,Uttar Pradesh,80248.0,Self Employed,2024-11-17 00:00:00,VERIFIED,LOW
USR72711,Aayush Raval,XEVNZ4142A,,29/03/1970 11:04 AM,Chennai,Tamil Nadu,38493,Business Owner,02-13-2026,APPROVED,unknown,USR72711,False,Aayush Raval,XEVNZ4142A,,1970-03-29,Chennai,Tamil Nadu,38493.0,Business Owner,2026-02-13 00:00:00,APPROVED,UNKNOWN
usr64212,  Pushti Goel  ,DUUVT6257U,195732094774,,ASR,Punjab,11.8k,Student,2024/08/29,V,low,USR64212,False,Pushti Goel,DUUVT6257U,195732094774,,Amritsar,Punjab,11800.0,Student,2024-08-29 00:00:00,VERIFIED,LOW
USR21708,Nilima Bandi,USMTC5750U,4025757544,08-13-1980,Mumbai,Maharashtra,"Rs. 47,027",Retired,01-04-2026,Verified,High,USR21708,False,Nilima Bandi,USMTC5750U,,1980-08-13,Mumbai,Maharashtra,47027.0,Retired,2026-01-04 00:00:00,VERIFIED,HIGH
USR32707,Radhika Rajagopalan,RRAXL 4604 H,692179285041,04-15-1964,Kolkata,West Bengal,"INR 12,611",Gig Worker,2024-08-25 19:41:27,Pending,medium,USR32707,False,Radhika Rajagopalan,RRAXL4604H,692179285041,1964-04-15,Kolkata,West Bengal,12611.0,Gig Worker,2024-08-25 19:41:27,PENDING,MEDIUM
USR60243,UrviUppal,UUTDS1413P,826977351009,11-24-1993,Amritsar,Punjab,5703,Unemployed,26/04/2024,PENDING,Low,USR60243,False,Urviuppal,UUTDS1413P,826977351009,1993-11-24,Amritsar,Punjab,5703.0,Unemployed,2024-04-26 00:00:00,PENDING,LOW
USR 63026,Victor Mane,ZECIO7941W,2939 5931 4105,04/07/1978 04:27 PM,pune,Maharashtra,"₹12,871",Self Employed,10-Sep-2025,APPROVED,low,USR63026,False,Victor Mane,ZECIO7941W,293959314105,1978-07-04,Pune,Maharashtra,12871.0,Self Employed,2025-09-10 00:00:00,APPROVED,LOW
USR 58979,  Aadhya Bahl  ,UEKQU3592H,582513863044,286962746,Dilli,Delhi,37700,Salaried,2024-12-05 15:34:35,KYC_DONE,LOW,USR58979,False,Aadhya Bahl,UEKQU3592H,582513863044,,Delhi,Delhi,37700.0,Salaried,2024-12-05 15:34:35,KYC_DONE,LOW
USR 98861,Yuvraj Aurora,VYULK7951W,811190502202,09-15-1975,Mumbay,Maharashtra,34486,Freelancer,,VERIFIED,LOW,USR98861,False,Yuvraj Aurora,VYULK7951W,811190502202,1975-09-15,Mumbai,Maharashtra,34486.0,Freelancer,,VERIFIED,LOW
USR15615,Rajeshri Thaman,zlvwz2727y,4135 1706 4718,18-Jun-1967,Jalandar,Punjab,31.6k,Student,1742062681,VERIFIED,Low,USR15615,False,Rajeshri Thaman,ZLVWZ2727Y,413517064718,1967-06-18,Jalandhar,Punjab,31600.0,Student,2025-03-15 18:18:01,VERIFIED,LOW
USR 28715,Yoshita Hayre,XXDPX9041U,886920538103,1985/02/11,HYDERABAD,Telangana,,Retired,2025/09/04,Verified,MEDIUM,USR28715,False,Yoshita Hayre,XXDPX9041U,886920538103,1985-02-11,Hyderabad,Telangana,,Retired,2025-09-04 00:00:00,VERIFIED,MEDIUM
USR18018,Rajeshri Bajwa,BSAMW 2664 U,,16/08/1993,Delhi,Delhi,28294,Gig Worker,2024-02-09 08:12:54,APPROVED,MEDIUM,USR18018,False,Rajeshri Bajwa,BSAMW2664U,,1993-08-16,Delhi,Delhi,28294.0,Gig Worker,2024-02-09 08:12:54,APPROVED,MEDIUM
USR75143,Brinda Pingle,TBZCF4583Z,747600224435,2000/11/07,HYDERABAD,Telangana,90783,Salaried,2025/12/30,VERIFIED,unknown,USR75143,False,Brinda Pingle,TBZCF4583Z,747600224435,2000-11-07,Hyderabad,Telangana,90783.0,Salaried,2025-12-30 00:00:00,VERIFIED,UNKNOWN
USR14332,CHAKRADEV CHERIAN,HEHYX 4861 L,394124064344,05-09-1969,jaipur,Rajasthan,-17602,Freelancer,18-Jun-2024,V,low,USR14332,False,Chakradev Cherian,HEHYX4861L,394124064344,1969-09-05,Jaipur,Rajasthan,,Freelancer,2024-06-18 00:00:00,VERIFIED,LOW
USR16168,Suhani Krishna,HHEBA9174R,915972372609,11/02/1977,ASR,Punjab,12.4k,Unemployed,2025-04-29 13:56:14,Verified,low,USR16168,False,Suhani Krishna,HHEBA9174R,915972372609,1977-02-11,Amritsar,Punjab,12400.0,Unemployed,2025-04-29 13:56:14,VERIFIED,LOW
USR29849,Saumya Sangha,JAZNF9278T,677782788939,466587619,Jalandhar,Punjab,71809,Unemployed,2025-05-12 16:47:54,Done,MEDIUM,USR29849,False,Saumya Sangha,JAZNF9278T,677782788939,,Jalandhar,Punjab,71809.0,Unemployed,2025-05-12 16:47:54,DONE,MEDIUM
USR10833,  Upkaar Behl  ,POLTZ3971X,3733-6101-3691,,Jaipur,Rajasthan,29.7k,Salaried,31-Jan-2024,V,Medium,USR10833,False,Upkaar Behl,POLTZ3971X,373361013691,,Jaipur,Rajasthan,29700.0,Salaried,2024-01-31 00:00:00,VERIFIED,MEDIUM
USR68645,Ekaja Barad,KBBZQ-9840-T,605166370005,1072610170,Hyderabad,Telangana,45712,Business Owner,16/09/2025,V,medium,USR68645,False,Ekaja Barad,KBBZQ9840T,605166370005,,Hyderabad,Telangana,45712.0,Business Owner,2025-09-16 00:00:00,VERIFIED,MEDIUM
USR59865,Chanakya Chaudhari,UDKXF7526O,2810 0024 5411,09-21-2004,ASR,Punjab,22261,Business Owner,02-12-2025,KYC_DONE,LOW,USR59865,False,Chanakya Chaudhari,UDKXF7526O,281000245411,2004-09-21,Amritsar,Punjab,22261.0,Business Owner,2025-02-12 00:00:00,KYC_DONE,LOW
USR92171,KARAN BOBAL,RLQKG0292B,040391728607,21/09/1961 12:14 PM,Jaipur,Rajasthan,21771,Business Owner,31-Dec-2024,KYC_DONE,Low,USR92171,False,Karan Bobal,RLQKG0292B,040391728607,1961-09-21,Jaipur,Rajasthan,21771.0,Business Owner,2024-12-31 00:00:00,KYC_DONE,LOW
USR-70616,Zinal Atwal,OROAP-3970-E,209685358773,30-Sep-2006,Pune,Maharashtra,34908,Unemployed,30/01/2026 02:02 AM,Verified,LOW,USR70616,False,Zinal Atwal,OROAP3970E,209685358773,2006-09-30,Pune,Maharashtra,34908.0,Unemployed,,VERIFIED,LOW
usr47238,AnayBajaj,RPPNY6216M,458608164913,1968-08-15 15:33:25,Chennai,Tamil Nadu,29206,Salaried,2024/06/20,VERIFIED,low,USR47238,False,Anaybajaj,RPPNY6216M,458608164913,1968-08-15,Chennai,Tamil Nadu,29206.0,Salaried,2024-06-20 00:00:00,VERIFIED,LOW
USR90114,Victor More,XHYBA6586B,526381180744,05-16-1965,Jalandhar,Punjab,25026,Business Owner,04/07/2025,APPROVED,medium,USR90114,False,Victor More,XHYBA6586B,526381180744,1965-05-16,Jalandhar,Punjab,25026.0,Business Owner,2025-07-04 00:00:00,APPROVED,MEDIUM
USR51546,Lila Bhattacharyya,WFTJV-9034-L,,25/12/1982,bengaluru,Karnataka,25916,Unemployed,2025-07-05 18:23:45,Done,Low,USR51546,False,Lila Bhattacharyya,WFTJV9034L,,1982-12-25,Bengaluru,Karnataka,25916.0,Unemployed,2025-07-05 18:23:45,DONE,LOW
USR 52770,  Xavier Barad  ,nsvbz7795f,996627180809,2004/06/12,HYDERABAD,Telangana,22.4k,Self Employed,29-Sep-2025,APPROVED,HIGH,USR52770,False,Xavier Barad,NSVBZ7795F,996627180809,2004-06-12,Hyderabad,Telangana,22400.0,Self Employed,2025-09-29 00:00:00,APPROVED,HIGH
USR94288,Jasmit Varghese,EFRUZ2797S,751127728641,14/11/1965,Calcutta,West Bengal,19619,Freelancer,,KYC_DONE,Medium,USR94288,False,Jasmit Varghese,EFRUZ2797S,751127728641,1965-11-14,Kolkata,West Bengal,19619.0,Freelancer,,KYC_DONE,MEDIUM
USR 37102,Kiaan Kaul,SMWLH2362I,058866518910,09/04/1969,Hyd,Telangana,65794,Student,1722958072,P,MEDIUM,USR37102,False,Kiaan Kaul,SMWLH2362I,058866518910,1969-04-09,Hyderabad,Telangana,65794.0,Student,2024-08-06 15:27:52,PENDING,MEDIUM
USR60336,CHANDRAN BARIA,XZDYE7977L,5466 6972 0866,,Jaipur,Rajasthan,35713,Self Employed,11/11/2024 11:20 PM,V,Low,USR60336,False,Chandran Baria,XZDYE7977L,546669720866,,Jaipur,Rajasthan,35713.0,Self Employed,,VERIFIED,LOW
usr53899,LAKSHMI BORA,DKRKM9055Q,462009137481,03/06/2004,LKO,Uttar Pradesh,21671,Freelancer,12/02/2025 07:58 AM,V,low,USR53899,False,Lakshmi Bora,DKRKM9055Q,462009137481,2004-06-03,Lucknow,Uttar Pradesh,21671.0,Freelancer,,VERIFIED,LOW
USR 38278,LilaOm,xqfgt0095m,385258236541,1976/02/23,Kolkata,West Bengal,,Retired,19-Jan-2024,R,Low,USR38278,False,Lilaom,XQFGT0095M,385258236541,1976-02-23,Kolkata,West Bengal,,Retired,2024-01-19 00:00:00,REJECTED,LOW
USR93074,Anya Rajan,,316540717266,1995/09/12,JPR,Rajasthan,"INR 10,171",Self Employed,22-Jul-2025,FAILED,low,USR93074,False,Anya Rajan,,316540717266,1995-09-12,Jaipur,Rajasthan,10171.0,Self Employed,2025-07-22 00:00:00,FAILED,LOW
USR49872,Diya Chakraborty,LMYKD 2481 O,8787 1586 2714,1963/03/15,Bombay,Maharashtra,27698,Student,05-23-2025,APPROVED,MEDIUM,USR49872,False,Diya Chakraborty,LMYKD2481O,878715862714,1963-03-15,Mumbai,Maharashtra,27698.0,Student,2025-05-23 00:00:00,APPROVED,MEDIUM
USR66155,KavyaKeer,YPEIU3864L,7579 2300 5376,04-May-1991,Poona,Maharashtra,37931,Freelancer,12-05-2025,P,LOW,USR66155,False,Kavyakeer,YPEIU3864L,757923005376,1991-05-04,Pune,Maharashtra,37931.0,Freelancer,2025-12-05 00:00:00,PENDING,LOW
USR30249,  Saksham Sarma  ,TKSUP4928P,872060066534,,LDH,Punjab,"₹15,945",Self Employed,08-08-2024,VERIFIED,high,USR30249,False,Saksham Sarma,TKSUP4928P,872060066534,,Ludhiana,Punjab,15945.0,Self Employed,2024-08-08 00:00:00,VERIFIED,HIGH
USR33099,Aahana Narayan,SOJDU4118D,782551246312,,kolkata,West Bengal,97.1k,Student,03/08/2024 06:00 AM,APPROVED,LOW,USR33099,False,Aahana Narayan,SOJDU4118D,782551246312,,Kolkata,West Bengal,97100.0,Student,,APPROVED,LOW
usr_21462,Jeet Apte,gcvmj5768v,411392173144,,jalandhar,Punjab,25134,Gig Worker,02-21-2026,Verified,MEDIUM,USR21462,False,Jeet Apte,GCVMJ5768V,411392173144,,Jalandhar,Punjab,25134.0,Gig Worker,2026-02-21 00:00:00,VERIFIED,MEDIUM
USR81223,Aadi Pillai,BPOFW6981K,782215069928,05/02/1998,jaipur,Rajasthan,"Rs. 12,324",Self Employed,1706062761,PENDING,Low,USR81223,False,Aadi Pillai,BPOFW6981K,782215069928,1998-02-05,Jaipur,Rajasthan,12324.0,Self Employed,2024-01-24 02:19:21,PENDING,LOW
USR54816,Charles Rattan,YMWLV6498P,1635 7673 2069,21/01/1995,LDH,Punjab,47097,Unemployed,02/02/2026 09:41 PM,FAILED,low,USR54816,False,Charles Rattan,YMWLV6498P,163576732069,1995-01-21,Ludhiana,Punjab,47097.0,Unemployed,,FAILED,LOW
USR-11851,Benjamin Desai,DBEPG3644L,057407970506,11-16-1963,Dilli,Delhi,37722,Gig Worker,2024/02/21,Done,low,USR11851,False,Benjamin Desai,DBEPG3644L,057407970506,1963-11-16,Delhi,Delhi,37722.0,Gig Worker,2024-02-21 00:00:00,DONE,LOW
