merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size,merchant_id_clean,merchant_name_clean,mcc_clean,merchant_category_clean,business_type_clean,city_clean,state_clean,onboarding_date_clean,settlement_account_clean,settlement_account_type,merchant_status_clean,declared_avg_ticket_size_clean
mch1383,dubey group,misc,Grocery,Individual,Hyderabad,Telangana,03/09/2023 04:33 PM,JDGO5125225131187,ACTIVE,,MCH1383,Dubey Group,,GROCERY,INDIVIDUAL,Hyderabad,Telangana,2023-03-09 16:33:00,JDGO5125225131187,ALPHANUMERIC_ACCOUNT,ACTIVE,
MCH3214,Dubey Inc,4131,transprt,INDIVIDUAL,Bangalore,Karnataka,24/07/2024 12:45 AM,1238686450,ACTIVE,"Rs. 2,052",MCH3214,Dubey Inc,4131.0,TRANSPORTATION,INDIVIDUAL,Bengaluru,Karnataka,2024-07-24 00:45:00,1238686450,NUMERIC_ACCOUNT,ACTIVE,2052.0
MCH3641,"khurana, barman and suresh",5699,Fashion,INDIVIDUAL,delhi,Delhi,06/08/2025 08:41 AM,XXXX0826,Enabled,"INR 2,224.44",MCH3641,"Khurana, Barman And Suresh",5699.0,CLOTHING,INDIVIDUAL,Delhi,Delhi,2025-06-08 08:41:00,XXXX0826,MASKED_ACCOUNT,ACTIVE,2224.44
MCH6273,"  Dubey, Narula and Jhaveri  ",5311,Department Store,PRIVATE_LIMITED,pune,Maharashtra,2025/05/06,,Live,₹754.63,MCH6273,"Dubey, Narula And Jhaveri",5311.0,DEPARTMENT STORE,PRIVATE_LIMITED,Pune,Maharashtra,2025-05-06 00:00:00,,MISSING,ACTIVE,754.63
8400,Banerjee Inc,5812,Restaurants,Sole Proprietor,Lucknow,Uttar Pradesh,,,Live,,MCH8400,Banerjee Inc,5812.0,RESTAURANT,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,,,MISSING,ACTIVE,
MCH5793,  Pathak Group  ,4131,Bus/Taxi,Individual,Mumbai,Maharashtra,2025/04/27,5675595225,Active,"INR 1,570.70",MCH5793,Pathak Group,4131.0,TRANSPORTATION,INDIVIDUAL,Mumbai,Maharashtra,2025-04-27 00:00:00,5675595225,NUMERIC_ACCOUNT,ACTIVE,1570.7
MCH-5745,"Bahri, Dutta and Narang",4131,transprt,Individual,bengaluru,Karnataka,27/03/2024 07:33 AM,GWGG2673614762721,Live,₹955.10,MCH5745,"Bahri, Dutta And Narang",4131.0,TRANSPORTATION,INDIVIDUAL,Bengaluru,Karnataka,2024-03-27 07:33:00,GWGG2673614762721,ALPHANUMERIC_ACCOUNT,ACTIVE,955.1
MCH4246,Rama-Dasgupta,5311,Retail,individual,amritsar,Punjab,05/01/2025,,Live,2336.28,MCH4246,Rama-Dasgupta,5311.0,RETAIL,INDIVIDUAL,Amritsar,Punjab,2025-05-01 00:00:00,,MISSING,ACTIVE,2336.28
MCH6806,Badal-Bhasin,5411,GROCERY_STORE,INDIVIDUAL,HYDERABAD,Telangana,05-Dec-2025,,A,23208.4,MCH6806,Badal-Bhasin,5411.0,GROCERY,INDIVIDUAL,Hyderabad,Telangana,2025-12-05 00:00:00,,MISSING,ACTIVE,23208.4
MCH6818,"Halder, Tata and Chand",7011,Hotels,Sole Proprietor,kolkata,West Bengal,20-Apr-2025,,A,Rs. 233,MCH6818,"Halder, Tata And Chand",7011.0,HOSPITALITY,SOLE_PROPRIETOR,Kolkata,West Bengal,2025-04-20 00:00:00,,MISSING,ACTIVE,233.0
mch5378,Chaudhari Inc,7011,Hospitality,individual,bengaluru,Karnataka,2023/12/12,XXXX0207,Live,,MCH5378,Chaudhari Inc,7011.0,HOSPITALITY,INDIVIDUAL,Bengaluru,Karnataka,2023-12-12 00:00:00,XXXX0207,MASKED_ACCOUNT,ACTIVE,
MCH4904,"Verma, Tak and Morar",04814,phone service,Partnership,Mumbai,Maharashtra,,,Enabled,457.36,MCH4904,"Verma, Tak And Morar",4814.0,TELECOM,PARTNERSHIP,Mumbai,Maharashtra,,,MISSING,ACTIVE,457.36
MCH3561,Kumar LLC,05812,Food,Partnership,Madras,Tamil Nadu,18-Oct-2025,9204267445,Active,Rs. 715,MCH3561,Kumar Llc,5812.0,RESTAURANT,PARTNERSHIP,Chennai,Tamil Nadu,2025-10-18 00:00:00,9204267445,NUMERIC_ACCOUNT,ACTIVE,715.0
MCH 2945,Agarwa1-Cherian,UNKNOWN,Mobile Recharge,Sole Proprietor,Jalandar,Punjab,06-Oct-2025,XXXX2889,Inactive,"1,759.15",MCH2945,Agarwa1-Cherian,,TELECOM,SOLE_PROPRIETOR,Jalandhar,Punjab,2025-10-06 00:00:00,XXXX2889,MASKED_ACCOUNT,INACTIVE,1759.15
MCH8656,Singh PLC,,Book Store,individual,Bangalore,Karnataka,06-09-2024,RQTA6882310547982,Live,"9,885.11",MCH8656,Singh Plc,,BOOKS_STATIONERY,INDIVIDUAL,Bengaluru,Karnataka,2024-06-09 00:00:00,RQTA6882310547982,ALPHANUMERIC_ACCOUNT,ACTIVE,9885.11
MCH3442,Choudhry-Ravi,05699,Clothing,partnership,Bombay,Maharashtra,2025/09/09,XXXX0565,A,"Rs. 3,189",MCH3442,Choudhry-Ravi,5699.0,CLOTHING,PARTNERSHIP,Mumbai,Maharashtra,2025-09-09 00:00:00,XXXX0565,MASKED_ACCOUNT,ACTIVE,3189.0
MCH4733,  Sankar Inc  ,MCC-5411,GROCERY_STORE,SOLE_PROPRIETOR,Jaipur,Rajasthan,25/01/2023,XXXX7201,Live,1176.53,MCH4733,Sankar Inc,,GROCERY,SOLE_PROPRIETOR,Jaipur,Rajasthan,2023-01-25 00:00:00,XXXX7201,MASKED_ACCOUNT,ACTIVE,1176.53
MCH5303,walla inc,5311,Department Stores,PRIVATE_LIMITED,Madras,Tamil Nadu,,,Enabled,"Rs. 1,019",MCH5303,Walla Inc,5311.0,DEPARTMENT STORE,PRIVATE_LIMITED,Chennai,Tamil Nadu,,,MISSING,ACTIVE,1019.0
MCH8536,Boase PLC,UNKNOWN,TELECOM,PARTNERSHIP,Bombay,Maharashtra,23/10/2024,,Enabled,3149.45,MCH8536,Boase Plc,,TELECOM,PARTNERSHIP,Mumbai,Maharashtra,2024-10-23 00:00:00,,MISSING,ACTIVE,3149.45
MCH5410,Ganesh LLC,7011,Hotel,Partnership,Delhi,Delhi,13/01/2023 04:09 PM,,A,1114.19,MCH5410,Ganesh Llc,7011.0,HOSPITALITY,PARTNERSHIP,Delhi,Delhi,2023-01-13 16:09:00,,MISSING,ACTIVE,1114.19
MCH1138,"Shan,BuchandTank",5942,BOOKS_STATIONERY,Sole Proprietor,Bangalore,Karnataka,03/07/2024 09:25 PM,XXXX0724,Active,1369.64,MCH1138,"Shan,Buchandtank",5942.0,BOOKS_STATIONERY,SOLE_PROPRIETOR,Bengaluru,Karnataka,2024-03-07 21:25:00,XXXX0724,MASKED_ACCOUNT,ACTIVE,1369.64
MCH1652,Tripathi-Vasa,05311,DEPT_STORE,PRIVATE-LIMITED,amritsar,Punjab,03/08/2025,7462856821,Inactive,1419.63,MCH1652,Tripathi-Vasa,5311.0,DEPARTMENT STORE,PRIVATE_LIMITED,Amritsar,Punjab,2025-03-08 00:00:00,7462856821,NUMERIC_ACCOUNT,INACTIVE,1419.63
4604,"Som, Kalla and Dada",05699,CLOTHS,Sole Proprietor,chennai,Tamil Nadu,2024-07-02 15:25:30,,A,1478.97,MCH4604,"Som, Kalla And Dada",5699.0,CLOTHING,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2024-07-02 15:25:30,,MISSING,ACTIVE,1478.97
mch9380,CHAKRABARTI GROUP,5812,FOOD_SERVICES,private_limited,Ludhiana,Punjab,2023/11/23,ECMM7078142170981,ACTIVE,Rs. 199,MCH9380,Chakrabarti Group,5812.0,RESTAURANT,PRIVATE_LIMITED,Ludhiana,Punjab,2023-11-23 00:00:00,ECMM7078142170981,ALPHANUMERIC_ACCOUNT,ACTIVE,199.0
MCH-1015,Mannan-Subramaniam,7011,Hotels,INDIVIDUAL,Hyd,Telangana,05-19-2024,,Active,-1116.83,MCH1015,Mannan-Subramaniam,7011.0,HOSPITALITY,INDIVIDUAL,Hyderabad,Telangana,2024-05-19 00:00:00,,MISSING,ACTIVE,
mch8053,CHHABRA INC,04814,TELECOM,individual,Hyderabad,Telangana,2023-03-29 01:53:59,XXXX7777,Enabled,"INR 1,235.44",MCH8053,Chhabra Inc,4814.0,TELECOM,INDIVIDUAL,Hyderabad,Telangana,2023-03-29 01:53:59,XXXX7777,MASKED_ACCOUNT,ACTIVE,1235.44
MCH8033,"  Kala, Mahal and Dash  ",5311,department store,INDIVIDUAL,HYDERABAD,Telangana,02-12-2025,XXXX2251,Suspended,"INR 1,390.13",MCH8033,"Kala, Mahal And Dash",5311.0,DEPARTMENT STORE,INDIVIDUAL,Hyderabad,Telangana,2025-02-12 00:00:00,XXXX2251,MASKED_ACCOUNT,SUSPENDED,1390.13
mch7260,Kunda Inc,7011,Hospitality,Private Limited,jalandhar,Punjab,20-Jun-2024,,ACTIVE,₹391.11,MCH7260,Kunda Inc,7011.0,HOSPITALITY,PRIVATE_LIMITED,Jalandhar,Punjab,2024-06-20 00:00:00,,MISSING,ACTIVE,391.11
MCH8713,"Shere, Loke and Butala",4814.0,phone service,PRIVATE-LIMITED,Delhi,Delhi,,,Disabled,-1029.16,MCH8713,"Shere, Loke And Butala",4814.0,TELECOM,PRIVATE_LIMITED,Delhi,Delhi,,,MISSING,INACTIVE,
MCH6001,Murthy-Batra,7011,Hotels,sole_proprietor,Jalandar,Punjab,31-Aug-2024,DRAQ5734718978671,A,"1,116.47",MCH6001,Murthy-Batra,7011.0,HOSPITALITY,SOLE_PROPRIETOR,Jalandhar,Punjab,2024-08-31 00:00:00,DRAQ5734718978671,ALPHANUMERIC_ACCOUNT,ACTIVE,1116.47
MCH1792,Palan-Naidu,5699,CLOTHS,PARTNERSHIP,bengaluru,Karnataka,2023/01/28,JXLM1363091809821,Active,₹443.50,MCH1792,Palan-Naidu,5699.0,CLOTHING,PARTNERSHIP,Bengaluru,Karnataka,2023-01-28 00:00:00,JXLM1363091809821,ALPHANUMERIC_ACCOUNT,ACTIVE,443.5
MCH8129,"Devan, Ramesh and 0ak",5311,Department Stores,individual,kolkata,West Bengal,2025-03-22 13:11:16,XXXX5824,Enabled,"Rs. 2,940",MCH8129,"Devan, Ramesh And 0Ak",5311.0,DEPARTMENT STORE,INDIVIDUAL,Kolkata,West Bengal,2025-03-22 13:11:16,XXXX5824,MASKED_ACCOUNT,ACTIVE,2940.0
MCH1775,Karnik Inc,5411,GROCERY_STORE,private_limited,lucknow,Uttar Pradesh,2023-04-13 08:51:51,MCRQ9864671908344,Active,Rs. 313,MCH1775,Karnik Inc,5411.0,GROCERY,PRIVATE_LIMITED,Lucknow,Uttar Pradesh,2023-04-13 08:51:51,MCRQ9864671908344,ALPHANUMERIC_ACCOUNT,ACTIVE,313.0
MCH6593,"Thakur, V0hra and Kar",5411,kirana,private_limited,Hyderabad,Telangana,2025/05/26,,Live,"Rs. 5,861",MCH6593,"Thakur, V0Hra And Kar",5411.0,GROCERY,PRIVATE_LIMITED,Hyderabad,Telangana,2025-05-26 00:00:00,,MISSING,ACTIVE,5861.0
MCH5556,  Pau-Kale  ,5912,MEDICAL_STORE,PRIVATE-LIMITED,mumbai,Maharashtra,1698726181,FLTM9160494360696,Active,513.95,MCH5556,Pau-Kale,5912.0,MEDICAL,PRIVATE_LIMITED,Mumbai,Maharashtra,2023-10-31 04:23:01,FLTM9160494360696,ALPHANUMERIC_ACCOUNT,ACTIVE,513.95
MCH 2024,"Ram, Manda and Chopra",MCC-4131,Transportation,Sole Proprietor,pune,Maharashtra,07-24-2025,,Enabled,-1122.98,MCH2024,"Ram, Manda And Chopra",,TRANSPORTATION,SOLE_PROPRIETOR,Pune,Maharashtra,2025-07-24 00:00:00,,MISSING,ACTIVE,
MCH 8932,"Venkatesh, Nayak and Ravel",,Other,PRIVATE-LIMITED,Lucknow,Uttar Pradesh,01-01-2023,STLO0893921270298,Enabled,1585.03,MCH8932,"Venkatesh, Nayak And Ravel",,OTHER,PRIVATE_LIMITED,Lucknow,Uttar Pradesh,2023-01-01 00:00:00,STLO0893921270298,ALPHANUMERIC_ACCOUNT,ACTIVE,1585.03
MCH 4419,  Gill-Ratta  ,5912.0,MEDICAL_STORE,SOLE-PROPRIETOR,JPR,Rajasthan,15/09/2024 02:40 PM,ETZF4377515836271,Active,"INR 1,442.51",MCH4419,Gill-Ratta,5912.0,MEDICAL,SOLE_PROPRIETOR,Jaipur,Rajasthan,2024-09-15 14:40:00,ETZF4377515836271,ALPHANUMERIC_ACCOUNT,ACTIVE,1442.51
MCH-5856,"WASON, SAVANT AND BAHL",UNKNOWN,Miscellaneous,Individual,Mumbai,Maharashtra,11/02/2026,,Live,944.06,MCH5856,"Wason, Savant And Bahl",,MISCELLANEOUS RETAIL,INDIVIDUAL,Mumbai,Maharashtra,,,MISSING,ACTIVE,944.06
MCH1060,Goda and Sons,5311,DEPT_STORE,Sole Proprietor,Madras,Tamil Nadu,18/05/2023,2862334269,Closed,"₹2,371.80",MCH1060,Goda And Sons,5311.0,DEPARTMENT STORE,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2023-05-18 00:00:00,2862334269,NUMERIC_ACCOUNT,INACTIVE,2371.8
mch4433,"PATIL, SUBRAMANIAN AND MADAN",7011,Hospitality,partnership,Calcutta,West Bengal,23-Jan-2023,KNSD2742017347383,ACTIVE,830.16,MCH4433,"Patil, Subramanian And Madan",7011.0,HOSPITALITY,PARTNERSHIP,Kolkata,West Bengal,2023-01-23 00:00:00,KNSD2742017347383,ALPHANUMERIC_ACCOUNT,ACTIVE,830.16
MCH9401,Ravi LLC,07011,Hotels,Sole Proprietor,Pune,Maharashtra,2025/11/14,1215375647,ACTIVE,"INR 1,824.72",MCH9401,Ravi Llc,7011.0,HOSPITALITY,SOLE_PROPRIETOR,Pune,Maharashtra,2025-11-14 00:00:00,1215375647,NUMERIC_ACCOUNT,ACTIVE,1824.72
MCH8098,"Babu, Gupta and Bir",5812,Restaurants,PARTNERSHIP,LKO,Uttar Pradesh,,FYXA2708849715447,A,₹320.71,MCH8098,"Babu, Gupta And Bir",5812.0,RESTAURANT,PARTNERSHIP,Lucknow,Uttar Pradesh,,FYXA2708849715447,ALPHANUMERIC_ACCOUNT,ACTIVE,320.71
MCH7564,"Mahal, Thaman and Dani",,BOOKS_STATIONERY,Sole Proprietor,Jalandhar,Punjab,12-23-2023,7935535958,Enabled,503.13,MCH7564,"Mahal, Thaman And Dani",,BOOKS_STATIONERY,SOLE_PROPRIETOR,Jalandhar,Punjab,2023-12-23 00:00:00,7935535958,NUMERIC_ACCOUNT,ACTIVE,503.13
MCH7063,"THAKER, GROVER AND MOHANTY",,Misc Retail,individual,New Delhi,Delhi,19/01/2024,,INACTIVE,,MCH7063,"Thaker, Grover And Mohanty",,MISCELLANEOUS RETAIL,INDIVIDUAL,Delhi,Delhi,2024-01-19 00:00:00,,MISSING,INACTIVE,
mch3040,"Dhar, Kunda and Desai",05411,GROCERY_STORE,partnership,jaipur,Rajasthan,2025/03/05,,ACTIVE,Rs. 267,MCH3040,"Dhar, Kunda And Desai",5411.0,GROCERY,PARTNERSHIP,Jaipur,Rajasthan,2025-03-05 00:00:00,,MISSING,ACTIVE,267.0
1237,Agarwal-Kibe,07011,Hospitality,PARTNERSHIP,Mumbay,Maharashtra,03-30-2023,CKEI2680343648784,ACTIVE,750.84,MCH1237,Agarwal-Kibe,7011.0,HOSPITALITY,PARTNERSHIP,Mumbai,Maharashtra,2023-03-30 00:00:00,CKEI2680343648784,ALPHANUMERIC_ACCOUNT,ACTIVE,750.84
MCH2014,Bali-Mani,7011,Hotels,individual,Pune,Maharashtra,1690882345,ARLE1914445816062,A,8107.98,MCH2014,Bali-Mani,7011.0,HOSPITALITY,INDIVIDUAL,Pune,Maharashtra,2023-08-01 09:32:25,ARLE1914445816062,ALPHANUMERIC_ACCOUNT,ACTIVE,8107.98
MCH5251,Sehgal-Yadav,5411,groceries,Sole Proprietor,Bengaluru,Karnataka,11-18-2024,XUHW6533831586352,ACTIVE,625.43,MCH5251,Sehgal-Yadav,5411.0,GROCERY,SOLE_PROPRIETOR,Bengaluru,Karnataka,2024-11-18 00:00:00,XUHW6533831586352,ALPHANUMERIC_ACCOUNT,ACTIVE,625.43
MCH8967,Kade-Sama,05699,CLOTHS,PARTNERSHIP,delhi,Delhi,18-Feb-2023,,A,,MCH8967,Kade-Sama,5699.0,CLOTHING,PARTNERSHIP,Delhi,Delhi,2023-02-18 00:00:00,,MISSING,ACTIVE,
MCH2350,Tata-Palla,5699,CLOTHS,private_limited,Jaipur,Rajasthan,2025/01/29,,Active,1391.95,MCH2350,Tata-Palla,5699.0,CLOTHING,PRIVATE_LIMITED,Jaipur,Rajasthan,2025-01-29 00:00:00,,MISSING,ACTIVE,1391.95
MCH3093,"B0ba1, Madan and Narain",,Miscellaneous,INDIVIDUAL,Jalandhar,Punjab,2025/06/12,6552427779,Inactive,"2,015.86",MCH3093,"B0Ba1, Madan And Narain",,MISCELLANEOUS RETAIL,INDIVIDUAL,Jalandhar,Punjab,2025-06-12 00:00:00,6552427779,NUMERIC_ACCOUNT,INACTIVE,2015.86
MCH8331,Yogi Inc,MCC-5999,Retail Other,Sole Proprietor,BLR,Karnataka,07-May-2025,,Inactive,"INR 1,372.86",MCH8331,Yogi Inc,,MISCELLANEOUS RETAIL,SOLE_PROPRIETOR,Bengaluru,Karnataka,2025-05-07 00:00:00,,MISSING,INACTIVE,1372.86
MCH3005,"Saxena, Narain and Mander",5699,Apparel,private_limited,kolkata,West Bengal,2024/03/25,RIGO9314848159457,Inactive,1149.79,MCH3005,"Saxena, Narain And Mander",5699.0,CLOTHING,PRIVATE_LIMITED,Kolkata,West Bengal,2024-03-25 00:00:00,RIGO9314848159457,ALPHANUMERIC_ACCOUNT,INACTIVE,1149.79
5957,Bose PLC,5942,BOOKS_STATIONERY,partnership,jaipur,Rajasthan,2023/09/22,,Disabled,"1,309.17",MCH5957,Bose Plc,5942.0,BOOKS_STATIONERY,PARTNERSHIP,Jaipur,Rajasthan,2023-09-22 00:00:00,,MISSING,INACTIVE,1309.17
MCH1320,  Babu-Khatri  ,5699,fashion,INDIVIDUAL,Kolkata,West Bengal,2023-11-24 10:52:12,XXXX8923,Suspended,,MCH1320,Babu-Khatri,5699.0,CLOTHING,INDIVIDUAL,Kolkata,West Bengal,2023-11-24 10:52:12,XXXX8923,MASKED_ACCOUNT,SUSPENDED,
MCH9984,"Dash, Radhakrishnan and Singh",4131,Transport,SOLE_PROPRIETOR,ASR,Punjab,01-Nov-2025,4065235597,ACTIVE,INR 956.87,MCH9984,"Dash, Radhakrishnan And Singh",4131.0,TRANSPORTATION,SOLE_PROPRIETOR,Amritsar,Punjab,2025-11-01 00:00:00,4065235597,NUMERIC_ACCOUNT,ACTIVE,956.87
MCH5293,PINGLE PLC,5999,Miscellaneous,Individual,DELHI,Delhi,03/09/2023 04:02 PM,XXXX2228,Enabled,1088.29,MCH5293,Pingle Plc,5999.0,MISCELLANEOUS RETAIL,INDIVIDUAL,Delhi,Delhi,2023-03-09 16:02:00,XXXX2228,MASKED_ACCOUNT,ACTIVE,1088.29
MCH2133,Bose-Saraf,5999,Misc Retail,SOLE-PROPRIETOR,MUMBAI,Maharashtra,2024/09/19,6035698626,Active,-434.11,MCH2133,Bose-Saraf,5999.0,MISCELLANEOUS RETAIL,SOLE_PROPRIETOR,Mumbai,Maharashtra,2024-09-19 00:00:00,6035698626,NUMERIC_ACCOUNT,ACTIVE,
MCH3470,CHOPRA-GARDE,MCC-4814,Telecom,Individual,Bangalore,Karnataka,03-02-2025,,ACTIVE,509.62,MCH3470,Chopra-Garde,,TELECOM,INDIVIDUAL,Bengaluru,Karnataka,2025-03-02 00:00:00,,MISSING,ACTIVE,509.62
MCH1420,Aggarwal-Garde,4131,Bus/Taxi,SOLE_PROPRIETOR,mumbai,Maharashtra,18-Mar-2024,XXXX4337,ACTIVE,₹830.85,MCH1420,Aggarwal-Garde,4131.0,TRANSPORTATION,SOLE_PROPRIETOR,Mumbai,Maharashtra,2024-03-18 00:00:00,XXXX4337,MASKED_ACCOUNT,ACTIVE,830.85
MCH1340,Pingle-Lad,5999,Misc Retail,INDIVIDUAL,chennai,Tamil Nadu,02-09-2023,,Live,,MCH1340,Pingle-Lad,5999.0,MISCELLANEOUS RETAIL,INDIVIDUAL,Chennai,Tamil Nadu,2023-02-09 00:00:00,,MISSING,ACTIVE,
MCH 5671,Bava-Arya,5699,Fashion,Private Limited,HYDERABAD,Telangana,18/11/2023 10:06 PM,SNRX5730951285773,Live,"₹2,123.47",MCH5671,Bava-Arya,5699.0,CLOTHING,PRIVATE_LIMITED,Hyderabad,Telangana,2023-11-18 22:06:00,SNRX5730951285773,ALPHANUMERIC_ACCOUNT,ACTIVE,2123.47
MCH2681,Upadhyay-Bava,7011,Hospitality,INDIVIDUAL,pune,Maharashtra,16-Feb-2024,YHMW6591611383032,Active,₹230.72,MCH2681,Upadhyay-Bava,7011.0,HOSPITALITY,INDIVIDUAL,Pune,Maharashtra,2024-02-16 00:00:00,YHMW6591611383032,ALPHANUMERIC_ACCOUNT,ACTIVE,230.72
MCH6745,Chaudry PLC,7011,Hospitality,individual,Lucknow,Uttar Pradesh,05-16-2023,,INACTIVE,"₹2,605.91",MCH6745,Chaudry Plc,7011.0,HOSPITALITY,INDIVIDUAL,Lucknow,Uttar Pradesh,2023-05-16 00:00:00,,MISSING,INACTIVE,2605.91
mch1647,NARULA LLC,5699,Fashion,Individual,Ludhiana,Punjab,10/05/2024 06:51 PM,5628842369,Blocked,1898.14,MCH1647,Narula Llc,5699.0,CLOTHING,INDIVIDUAL,Ludhiana,Punjab,2024-10-05 18:51:00,5628842369,NUMERIC_ACCOUNT,SUSPENDED,1898.14
MCH4578,"Pancha1, Ch0pra and Ma11",5942,Book Store,Private Limited,chennai,Tamil Nadu,22/07/2023,IFCV0550743259811,Inactive,"₹2,039.12",MCH4578,"Pancha1, Ch0Pra And Ma11",5942.0,BOOKS_STATIONERY,PRIVATE_LIMITED,Chennai,Tamil Nadu,2023-07-22 00:00:00,IFCV0550743259811,ALPHANUMERIC_ACCOUNT,INACTIVE,2039.12
MCH3341,Ramesh Inc,5912,Pharmacy,individual,Mumbay,Maharashtra,15/11/2024 02:33 AM,,A,1745.15,MCH3341,Ramesh Inc,5912.0,MEDICAL,INDIVIDUAL,Mumbai,Maharashtra,2024-11-15 02:33:00,,MISSING,ACTIVE,1745.15
MCH1333,Sastry PLC,4814,phone service,Individual,Amritsar,Punjab,2025-09-18 18:25:49,DIOZ5944277163234,Closed,"INR 1,548.51",MCH1333,Sastry Plc,4814.0,TELECOM,INDIVIDUAL,Amritsar,Punjab,2025-09-18 18:25:49,DIOZ5944277163234,ALPHANUMERIC_ACCOUNT,INACTIVE,1548.51
1174,Mander-Kari,05411,groceries,PARTNERSHIP,Jalandar,Punjab,01/05/2023,,ACTIVE,1013.97,MCH1174,Mander-Kari,5411.0,GROCERY,PARTNERSHIP,Jalandhar,Punjab,2023-01-05 00:00:00,,MISSING,ACTIVE,1013.97
MCH8784,"Iyengar, Savant and Sehgal",4131,transprt,Private Limited,Bombay,Maharashtra,2024/01/12,,A,Rs. 575,MCH8784,"Iyengar, Savant And Sehgal",4131.0,TRANSPORTATION,PRIVATE_LIMITED,Mumbai,Maharashtra,2024-01-12 00:00:00,,MISSING,ACTIVE,575.0
MCH6017,Hayer Group,5812,Restaurants,private_limited,Mumbai,Maharashtra,24-Nov-2024,,ACTIVE,-944.21,MCH6017,Hayer Group,5812.0,RESTAURANT,PRIVATE_LIMITED,Mumbai,Maharashtra,2024-11-24 00:00:00,,MISSING,ACTIVE,
mch9763,Bhatnagar-Ramesh,5699,CLOTHS,INDIVIDUAL,Bengaluru,Karnataka,24/03/2023 10:13 AM,FAWR8699456284349,Live,"₹2,954.71",MCH9763,Bhatnagar-Ramesh,5699.0,CLOTHING,INDIVIDUAL,Bengaluru,Karnataka,2023-03-24 10:13:00,FAWR8699456284349,ALPHANUMERIC_ACCOUNT,ACTIVE,2954.71
mch4909,"Sharaf, Lalla and Rattan",,Books,Sole Proprietor,Calcutta,West Bengal,16/02/2025 08:04 PM,5725440715,Blocked,650.04,MCH4909,"Sharaf, Lalla And Rattan",,BOOKS_STATIONERY,SOLE_PROPRIETOR,Kolkata,West Bengal,2025-02-16 20:04:00,5725440715,NUMERIC_ACCOUNT,SUSPENDED,650.04
MCH6982,Manda and Sons,4814,Mobile Recharge,Partnership,delhi,Delhi,30/01/2024 08:46 PM,UKBI1493589511002,INACTIVE,-474.53,MCH6982,Manda And Sons,4814.0,TELECOM,PARTNERSHIP,Delhi,Delhi,2024-01-30 20:46:00,UKBI1493589511002,ALPHANUMERIC_ACCOUNT,INACTIVE,
MCH4221,"Rastogi, Goda and Naidu",5999,Retail Other,individual,Jalandhar,Punjab,,,Live,745.75,MCH4221,"Rastogi, Goda And Naidu",5999.0,MISCELLANEOUS RETAIL,INDIVIDUAL,Jalandhar,Punjab,,,MISSING,ACTIVE,745.75
MCH1934,"Deol,DugarandParmer",5942,Stationery,Private Limited,Madras,Tamil Nadu,2025-06-26 13:50:54,,Live,2520.96,MCH1934,"Deol,Dugarandparmer",5942.0,BOOKS_STATIONERY,PRIVATE_LIMITED,Chennai,Tamil Nadu,2025-06-26 13:50:54,,MISSING,ACTIVE,2520.96
MCH7600,"Karnik, Thakur and Palla",5912,Medical,SOLE_PROPRIETOR,HYDERABAD,Telangana,1682315203,,A,1154.91,MCH7600,"Karnik, Thakur And Palla",5912.0,MEDICAL,SOLE_PROPRIETOR,Hyderabad,Telangana,2023-04-24 05:46:43,,MISSING,ACTIVE,1154.91
MCH9745,Chaudhuri PLC,misc,CLOTHS,sole_proprietor,pune,Maharashtra,05-26-2025,LAJQ5592021482333,INACTIVE,475.31,MCH9745,Chaudhuri Plc,,CLOTHING,SOLE_PROPRIETOR,Pune,Maharashtra,2025-05-26 00:00:00,LAJQ5592021482333,ALPHANUMERIC_ACCOUNT,INACTIVE,475.31
MCH4421,natarajan-borah,5999,Miscellaneous,Sole Proprietor,MUMBAI,Maharashtra,2024/11/21,,Live,"1,261.07",MCH4421,Natarajan-Borah,5999.0,MISCELLANEOUS RETAIL,SOLE_PROPRIETOR,Mumbai,Maharashtra,2024-11-21 00:00:00,,MISSING,ACTIVE,1261.07
MCH3490,Sachdev-Din,5411,kirana,INDIVIDUAL,DELHI,Delhi,2023/02/21,VNMY8994386086089,Blocked,570.00,MCH3490,Sachdev-Din,5411.0,GROCERY,INDIVIDUAL,Delhi,Delhi,2023-02-21 00:00:00,VNMY8994386086089,ALPHANUMERIC_ACCOUNT,SUSPENDED,570.0
MCH8264,"Hayer, Pant and Suresh",4131,Bus/Taxi,Private Limited,JPR,Rajasthan,03/01/2025,WKHI8476650778332,ACTIVE,2906.17,MCH8264,"Hayer, Pant And Suresh",4131.0,TRANSPORTATION,PRIVATE_LIMITED,Jaipur,Rajasthan,2025-03-01 00:00:00,WKHI8476650778332,ALPHANUMERIC_ACCOUNT,ACTIVE,2906.17
7567,badal-tripathi,5699,garments,PARTNERSHIP,DELHI,Delhi,23/01/2023 02:11 PM,,A,₹581.85,MCH7567,Badal-Tripathi,5699.0,CLOTHING,PARTNERSHIP,Delhi,Delhi,2023-01-23 14:11:00,,MISSING,ACTIVE,581.85
